track_id,artist,album,track_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Doja,0.911,0.573,6,-7.43,1,0.288,0,0.403,0.972,140.04,97393,4,drill brasileiro
2KukL7UlQ8TdvpaA7bY3ZJ,Beyoncé,BREAK MY SOUL,BREAK MY SOUL,0.687,0.887,1,-5.04,0,0.0826,2.21e-06,0.27,0.853,114.941,278282,4,dance pop
1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,First Class,0.905,0.563,8,-6.135,1,0.102,9.71e-06,0.113,0.324,106.998,173948,4,deep underground hip hop
4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),Betty (Get Money),0.723,0.772,1,-6.784,1,0.0792,1.15e-05,0.367,0.58,102.004,146471,4,minnesota hip hop
6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,Glimpse of Us,0.44,0.317,8,-9.258,1,0.0531,4.78e-06,0.141,0.268,169.914,233456,3,viral pop
6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny,Un Verano Sin Ti,Me Porto Bonito,0.911,0.712,1,-5.105,0,0.0817,2.68e-05,0.0933,0.425,92.005,178567,4,latin
5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),0.591,0.764,1,-5.484,1,0.0483,0,0.103,0.478,169.928,141806,4,australian hip hop
6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Planet Her,Woman,0.824,0.764,5,-4.175,0,0.0854,0.00294,0.117,0.881,107.998,172627,4,dance pop
0xzI1KAr0Yd9tv8jlIk3sn,benny blanco,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,0,-3.296,1,0.0955,0,0.264,0.955,120.048,172714,4,electropop
5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La Bachata,0.835,0.679,7,-5.329,0,0.0364,1.98e-06,0.218,0.85,124.98,162638,4,colombian pop
0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,0.737,0.846,1,-4.51,0,0.22,0,0.0486,0.546,87.981,143901,4,lgbtq+ hip hop
1gH1h30wkQdd9zhY3j7a8T,Rex Orange County,WHO CARES?,THE SHADE,0.898,0.509,5,-7.973,1,0.062,0,0.0876,0.727,119.869,181507,4,bedroom pop
5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,"Love, Damini",Last Last,0.795,0.565,3,-4.457,0,0.0948,0,0.0802,0.55,87.925,172342,4,afro dancehall
1Hohk6AufHZOrrhMXZppax,Beyoncé,RENAISSANCE,ALIEN SUPERSTAR,0.545,0.641,10,-6.398,0,0.0998,6.59e-05,0.171,0.464,121.892,215460,4,dance pop
7mFj0LlWtEJaEigguaWqYh,Megan Thee Stallion,Sweetest Pie,Sweetest Pie,0.814,0.628,7,-7.178,1,0.221,0,0.101,0.677,123.977,201334,4,dance pop
5lfWrciYtohtIMVDVZd0Rf,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",0.81,0.733,9,-6.338,1,0.0444,6.73e-06,0.288,0.9,125.975,229283,4,dance pop
5dPz35akJjPqb17yeqNwqH,Justin Bieber,Justice,Ghost,0.604,0.741,2,-5.571,1,0.0475,3.49e-05,0.409,0.473,153.947,153190,4,canadian pop
59nOXPmaKlBfGMDeOVGrIK,Future,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),0.463,0.642,1,-4.474,1,0.34,0,0.0686,0.339,83.389,189893,4,atl hip hop
3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,Where Are You Now,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,belgian edm
2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,NewJeans 1st EP 'New Jeans',Attention,0.811,0.648,10,-3.684,0,0.0368,0,0.0761,0.695,104.988,180067,4,unknown
0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,Until I Found You,0.539,0.508,10,-6.05,1,0.0288,0,0.174,0.227,101.358,177720,3,gen z singer-songwriter
50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,=,Shivers,0.788,0.859,2,-2.724,1,0.0856,0,0.0424,0.822,141.02,207853,4,pop
4zN21mbAuaD0WqtmaTZZeP,James Hype,Ferrari,Ferrari,0.847,0.69,1,-7.877,0,0.0493,6e-05,0.0526,0.692,125.004,186662,4,deep groove house
7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,PROVENZA,0.87,0.516,1,-8.006,1,0.0541,0.00823,0.11,0.53,111.005,210200,4,latin
1BSMpVGWs3v5BZKnAQziAc,Charlie Puth,Light Switch,Light Switch,0.69,0.626,6,-5.693,1,0.306,0.000335,0.0881,0.912,184.009,185681,4,dance pop
6zSpb8dQRaw0M1dK8PBwQz,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,glam rock
59CfNbkERJ3NoTXDvoURjj,Dove Cameron,Boyfriend,Boyfriend,0.345,0.612,7,-6.543,0,0.0608,0,0.194,0.232,179.773,153000,3,pop
3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Dreamland,Heat Waves,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,gauze pop
3GYlZ7tbxLOxe6ewMNVTkw,Billie Eilish,Guitar Songs,TV,0.412,0.236,4,-15.159,0,0.0379,0.00653,0.147,0.119,140.214,281381,4,art pop
58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0,0.116,0.0899,185.727,184448,3,alt z
4pi1G1x8tl9VfdD9bL3maT,Latto,777,Big Energy,0.937,0.793,11,-4.431,0,0.115,0,0.341,0.794,106.022,172540,4,pop
2TSfStvlAMLw89u3tali79,Nardo Wick,Who is Nardo Wick?? (Deluxe),Dah Dah DahDah,0.66,0.373,11,-10.234,1,0.595,0,0.106,0.35,167.912,151776,4,florida rap
6I5DkMtgMjN6k270nRwNEl,DaBaby,WAITRESS,WAITRESS,0.83,0.727,1,-5.338,1,0.0894,0,0.251,0.247,145.901,132018,4,north carolina hip hop
5uVW9FWVaQde0lfF4hYs4C,Offset,CODE (feat. Moneybagg Yo),CODE (feat. Moneybagg Yo),0.599,0.598,4,-7.015,0,0.124,5.01e-05,0.173,0.343,179.49,192428,4,atl hip hop
6pr7X9UZCDn8CruopaNVha,DJ Khaled,GOD DID,BIG TIME (feat. Future & Lil Baby),0.496,0.7,1,-5.199,0,0.284,0,0.103,0.464,107.711,173783,3,hip hop
2BJWxD8xKrDv8vneTvTIm9,Lil Tjay,Beat the Odds,Beat the Odds,0.498,0.625,8,-7.452,0,0.342,0,0.175,0.478,84.821,150000,4,brooklyn drill
1OdXwV1ZqMDuMKsPThVfSB,Quavo,Big Stunna (feat. Birdman),Big Stunna (feat. Birdman),0.79,0.551,1,-7.538,1,0.0552,0,0.164,0.266,150.054,217613,4,atl hip hop
3F5CgOj3wFlRv51JsHbxhe,Drake,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),0.529,0.673,0,-4.711,1,0.175,2.41e-06,0.093,0.366,165.921,218365,4,canadian hip hop
67QVeMvttYHbB1Zuvh0cn6,DJ Khaled,GOD DID,LET'S PRAY (feat. Don Toliver & Travis Scott),0.62,0.753,1,-7.203,1,0.0424,9.4e-06,0.111,0.0711,156.933,158979,4,hip hop
5RtOqP26S4KrWexNolBaQc,Key Glock,From Nothing,From Nothing,0.821,0.716,9,-6.514,1,0.301,0,0.154,0.529,125.005,169307,4,hip hop
0x335qdLBS6o30hYdc8h2I,Nicki Minaj,Pink Friday ... Roman Reloaded,Beez In The Trap,0.814,0.782,9,-6.005,1,0.218,0.00167,0.0956,0.683,150.011,268480,4,dance pop
1YWE7cMqo4iVNdPTpH4Khj,Future,I NEVER LIKED YOU,712PM,0.711,0.686,5,-6.409,0,0.271,0,0.124,0.536,146.971,173187,4,atl hip hop
6x3gud5JkOSGYJpRUYN1Gg,Quavo,Us vs. Them (feat. Gucci Mane),Us vs. Them (feat. Gucci Mane),0.726,0.508,1,-7.67,1,0.0869,0,0.204,0.173,149.979,216013,4,atl hip hop
3GdWfmQBiiJrDUvSZS1bGv,NAV,Never Sleep,Never Sleep (with Lil Baby feat. Travis Scott),0.819,0.651,1,-5.829,1,0.169,0,0.122,0.501,139.957,185786,4,canadian hip hop
0g2Bbgy7P41pFjMWJuzsf4,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby),0.718,0.461,4,-7.676,0,0.0797,0,0.283,0.181,129.953,178176,4,hip hop
4RTPe8icsISnFUp3IvEX4j,DDG,If I Want You,If I Want You,0.645,0.456,4,-9.208,0,0.054,0.000125,0.195,0.078,75.027,193101,4,rap
2mzlyJ8Gb8cFMJvfENKnJQ,Lil Tecca,Treesha,Treesha,0.545,0.545,2,-8.631,1,0.301,0,0.121,0.122,163.847,105693,4,melodic rap
0QNNd0qMCDbraS1nQPg3aA,Quavo,HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc & Phew),0.821,0.636,11,-4.479,1,0.169,0,0.233,0.163,127.961,142657,4,atl hip hop
1oc92BMKYkNxK17C2GtyRM,Polo G,Distraction,Distraction,0.713,0.689,11,-5.99,1,0.255,0,0.136,0.63,156.934,171319,4,chicago rap
6HW0HSK7j7FHeFlxqNdKR4,Kodak Black,Haitian Scarface,Haitian Scarface,0.569,0.459,1,-6.354,0,0.355,0,0.168,0.0649,107.253,145245,5,florida rap
02Cj2MSlERvamTj5A7Zi0P,YoungBoy Never Broke Again,Vette Motors,Vette Motors,0.83,0.644,10,-5.431,0,0.407,0,0.11,0.227,155.103,173419,4,baton rouge rap
32ny2YtiR7zKi7PBjiQ5Iy,Roddy Ricch,The Big 3,Real Talk,0.789,0.71,5,-6.165,0,0.0681,0,0.112,0.188,138.033,183187,4,melodic rap
1fz22sUZlpL9jZOWz02wws,Lil Durk,7220 (Deluxe),Hear It Back (feat. Moneybagg Yo),0.766,0.485,4,-8.343,0,0.237,0,0.436,0.289,140.055,134908,4,chicago drill
7N17JE5sPConOSeEIC5AnS,Lil Uzi Vert,I KNOW,I KNOW,0.821,0.726,1,-5.767,1,0.156,0,0.0564,0.757,134.977,192137,4,melodic rap
0iPb0dxCtjFcmFa2ElfBJ5,Offset,54321,54321,0.934,0.694,9,-4.455,0,0.175,0,0.239,0.464,129.028,182326,4,atl hip hop
60pZpM5WjUBQvaQ5E37XW6,JID,The Forever Story,Bruddanem (feat. Lil Durk),0.765,0.501,4,-6.64,0,0.252,0,0.135,0.721,130.173,235424,4,hip hop
5qgFgsrrxOjyPmX5YCuK2E,Future,I NEVER LIKED YOU,PUFFIN ON ZOOTIEZ,0.883,0.657,8,-5.748,1,0.305,0,0.128,0.284,124.992,172933,4,atl hip hop
3uJFmluXzYedoJcvhpC1AW,Cardi B,Hot Shit (feat. Ye & Lil Durk),Hot Shit (feat. Ye & Lil Durk),0.878,0.685,9,-5.28,1,0.225,0,0.0753,0.523,157.003,211649,4,dance pop
5cx7vkF8BQ0iOsVpfvZbnz,SleazyWorld Go,Sleazy Flow (Remix),Sleazy Flow (with Lil Baby) - Remix,0.869,0.298,2,-12.076,1,0.386,0,0.0753,0.178,77.47,161355,4,unknown
6nrPRHGdz1ytpX2ZBZ4RGU,Internet Money,We All We Got,Falsetto (feat. Lil Tecca),0.763,0.687,6,-6.306,0,0.28,0,0.119,0.203,131.05,135573,4,rap
5gcsJvWzuPMeJBQYdiO0RS,SleazyWorld Go,Step 1,Step 1 (with Offset),0.672,0.58,2,-5.66,1,0.234,0,0.103,0.116,111.55,177731,3,unknown
30vAfL9Wyu2fu07vdbZ1Xt,Moneybagg Yo,See Wat I’m Sayin,See Wat I’m Sayin,0.936,0.497,1,-7.185,1,0.41,0,0.111,0.364,138.016,146732,4,hip hop
1NtyeXryylf8HWXnxVTD3v,Rod Wave,Beautiful Mind,Yungen (feat. Jack Harlow),0.614,0.744,11,-5.52,1,0.125,1.14e-06,0.173,0.589,146.02,226115,4,florida rap
5EeFkn825wcD3q2Tkk2vCu,Gucci Mane,Dissin the Dead,Dissin the Dead,0.666,0.632,11,-8.72,0,0.123,0,0.35,0.127,129.956,228922,3,atl hip hop
3umPlMokEzAFxJO33tNdlY,42 Dugg,IDGAF,IDGAF,0.514,0.611,4,-8.227,1,0.287,0,0.312,0.311,108.666,138673,5,detroit trap
6vA7RdHmU23h3ygUPPFXz5,Megan Thee Stallion,Traumazine,Ungrateful (feat. Key Glock),0.94,0.606,1,-5.826,1,0.195,0,0.18,0.507,130.0,154433,4,dance pop
6Bl1k7SZTP5gkfLPjkIwtx,Yo Gotti,"Steppers (with Yo Gotti, Moneybagg Yo, 42 Dugg feat. EST Gee, Mozzy, Blac Youngsta, CMG The Label)","Steppers (with Yo Gotti, Moneybagg Yo, 42 Dugg feat. EST Gee, Mozzy, Blac Youngsta, CMG The Label)",0.786,0.637,2,-6.608,1,0.338,0,0.316,0.426,79.986,231085,4,dirty south rap
1QPreu0BNOrUfEb8HTd2qG,Kendrick Lamar,Mr. Morale & The Big Steppers,Rich Spirit,0.852,0.421,10,-9.153,0,0.208,2.28e-06,0.106,0.457,95.977,202285,4,conscious hip hop
0ehikRZdaCWkqg5gd8ilMJ,Young Dolph,Hall of Fame,Hall of Fame,0.86,0.69,1,-5.807,1,0.185,0,0.162,0.331,137.01,238333,4,gangster rap
60PTOzcoFycWBICdumIsFQ,Lil Uzi Vert,RED & WHITE,FOR FUN,0.775,0.461,7,-6.594,0,0.124,0,0.0687,0.131,134.028,188060,4,melodic rap
7rQ84WsT2Wcnrz5gTmbGmw,Trippie Redd,Big 14 (feat. Offset & Moneybagg Yo),Big 14 (feat. Offset & Moneybagg Yo),0.71,0.828,1,-4.725,1,0.0726,0,0.168,0.316,128.027,247458,4,melodic rap
6JbrcjoMVBBNZllVOiHBcU,Lil Durk,7220 (Deluxe),Burglars & Murderers (feat. EST Gee),0.774,0.551,1,-5.862,1,0.0854,0,0.109,0.0858,137.932,160034,4,chicago drill
0b7UwotRCrS7qBoLDjfvSY,Lil Baby,U-Digg (feat. 42 Dugg & Veeze),U-Digg (feat. 42 Dugg & Veeze),0.824,0.583,1,-6.537,1,0.147,0,0.266,0.154,147.496,235501,4,atl hip hop
1vrFJDrysqmsNAgyjBzx4f,Hitkidd,F.N.F. (Let's Go),F.N.F. (Let's Go),0.864,0.476,1,-10.068,1,0.436,0,0.374,0.647,157.144,137580,4,memphis hip hop
5QvW5lK6mkfTegpAK9JOO7,Fivio Foreign,Paris to Tokyo,Paris to Tokyo,0.642,0.787,5,-6.389,0,0.17,0,0.288,0.406,146.733,130897,4,brooklyn drill
5ie5OPdaP9fivYaKcjwKF1,Rod Wave,Beautiful Mind,Alone,0.596,0.545,3,-6.911,0,0.0368,0,0.0811,0.0923,82.07,191159,4,florida rap
51tMT5eSEaUo40GcSjTZZt,NAV,Wrong Decisions,Wrong Decisions,0.83,0.581,6,-7.647,1,0.266,0,0.144,0.305,120.045,179826,4,canadian hip hop
06JvOZ39sK8D8SqiqfaxDU,Kanye West,True Love,True Love,0.712,0.861,5,-5.487,0,0.25,6.09e-06,0.511,0.388,84.042,148571,4,chicago rap
5HN3ikspb1MOyJ0MMjn55I,Southside,Save Me (feat. Lil Durk),Save Me (feat. Lil Durk),0.779,0.508,1,-9.505,1,0.349,0,0.122,0.385,159.994,173987,4,atl hip hop
0oPpchtgx4hZ2J246g5mqn,YoungBoy Never Broke Again,The Last Slimeto,Home Ain't Home (feat. Rod Wave),0.773,0.602,0,-6.777,1,0.173,0,0.125,0.553,82.055,141166,4,baton rouge rap
3HGnIIdHYIbkowzLk8UHbE,Ingrid Andress,Wishful Drinking (with Sam Hunt),Wishful Drinking (with Sam Hunt),0.678,0.528,10,-7.317,1,0.0551,0,0.0734,0.614,79.018,194545,4,contemporary country
5nWsaKPbHG8UpBqkaBJGrE,Kenny Chesney,Beer With My Friends,Beer With My Friends,0.627,0.926,9,-2.134,1,0.0479,0,0.29,0.713,109.992,180960,4,contemporary country
28n8z9IQKyjMPxmvYMBqZa,Luke Combs,The Kind of Love We Make,The Kind of Love We Make,0.608,0.745,1,-4.13,1,0.0277,6.47e-06,0.0942,0.464,102.025,224427,4,contemporary country
4qbibbQ1yK0rPl0JUJS0bz,Maddie & Tae,Every Night Every Morning,Every Night Every Morning,0.618,0.75,7,-4.608,1,0.0287,0,0.141,0.619,123.885,196890,4,contemporary country
3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Something in the Orange,0.369,0.192,4,-12.151,0,0.04,8.35e-06,0.0954,0.148,175.212,228013,3,oklahoma country
16Sdmdt7jpibASwEsO0s9j,Elle King,Worth A Shot (feat. Dierks Bentley),Worth A Shot (feat. Dierks Bentley),0.554,0.809,0,-4.893,1,0.039,0.00156,0.111,0.462,159.989,211933,4,modern blues rock
3DUVwg2lfRKphwNtYE7S85,Kameron Marlowe,Girl On Fire,Girl On Fire,0.591,0.758,2,-5.4,1,0.0719,0,0.179,0.412,82.008,173011,4,contemporary country
200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,0.607,0.912,8,-3.449,1,0.0611,0,0.332,0.722,134.944,206107,4,contemporary country
5ZCjp56T8J6d7amJyFSzrI,Lainey Wilson,Heart Like A Truck,Heart Like A Truck,0.587,0.632,9,-5.416,1,0.0311,1.01e-05,0.158,0.392,139.974,199040,4,contemporary country
25VQoiuyc0HkC5FQTj1a8G,Jelly Roll,Ballads Of The Broken,Son Of A Sinner,0.365,0.541,7,-7.489,1,0.0304,2.25e-06,0.281,0.329,86.041,232093,4,country rap
5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,You Proof,You Proof,0.731,0.85,9,-4.913,1,0.0336,0,0.605,0.644,119.706,157478,4,contemporary country
2kEhQe0BVtY8IIaFE5ALA0,MacKenzie Porter,Pickup,Pickup,0.614,0.837,1,-3.967,1,0.0255,2.49e-05,0.115,0.862,96.977,168448,5,alberta country
1tRxwf8Q0AcshfHuaD86Yt,Luke Bryan,Country On,Country On,0.52,0.751,5,-5.064,1,0.0551,7.4e-06,0.0624,0.519,156.044,236456,4,contemporary country
6AqwH2Y9FJwhUE2dCSkw1u,Tyler Hubbard,5 Foot 9,5 Foot 9,0.602,0.796,5,-5.609,1,0.0465,0,0.125,0.53,106.005,189780,4,unknown
5OLaVCAM2pqg7X9mAM2W8M,Carly Pearce,29: Written In Stone,What He Didn't Do,0.628,0.632,9,-5.932,1,0.0325,0,0.288,0.559,137.854,191227,4,contemporary country
3j1xkzTW8owIphkWV51V9s,Kane Brown,Like I Love Country Music,Like I Love Country Music,0.542,0.82,8,-6.073,1,0.0432,0.000136,0.0561,0.702,124.85,234341,4,black americana
6HBRLaSQ7NB8MNlaqzYen1,Jordan Davis,What My World Spins Around,What My World Spins Around,0.675,0.726,2,-6.459,1,0.0461,0,0.153,0.671,124.872,186791,4,contemporary country
5U4iPIXYJ5h6H7zJhx6VVF,Kassi Ashton,Dates In Pickup Trucks,Dates In Pickup Trucks,0.453,0.842,11,-3.156,0,0.394,0,0.186,0.644,170.166,165520,4,country pop
3CC2sCo30DhwOwGI4NN30I,Conner Smith,Take It Slow,Take It Slow,0.594,0.838,5,-3.768,1,0.0323,0,0.126,0.524,116.012,162587,4,contemporary country
0ODaBMQ3tbTefbmbMWTwdT,Danielle Bradbery,Stop Draggin' Your Boots,Stop Draggin' Your Boots,0.463,0.76,2,-5.958,1,0.11,0,0.115,0.65,123.899,164347,4,contemporary country
7qox7CiK5Kf25oBxCA0rY5,Brett Eldredge,Songs About You,Songs About You,0.649,0.558,8,-4.863,1,0.0253,0,0.172,0.635,89.988,202387,4,contemporary country
6iai8D40xiwuktWrxcInt1,Jimmie Allen,down home,down home,0.584,0.821,9,-3.628,1,0.0305,0,0.196,0.571,146.0,201733,4,black americana
0pnKcAh5binHOP9HexWwnZ,Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),Dancin' In The Moonlight (feat. Lauren Alaina),0.589,0.829,8,-4.861,0,0.0332,0,0.128,0.563,121.998,199000,4,contemporary country
4RG7P0CXQ4pe0OeCAHjX5L,Corey Kent,Wild as Her,Wild as Her,0.504,0.736,0,-6.079,1,0.0352,0,0.129,0.46,148.014,199733,4,contemporary country
2xPV95cfbyusygMTxpa3SW,Dan + Shay,Good Things,You,0.544,0.572,0,-6.205,1,0.0319,0,0.234,0.52,169.885,196253,4,contemporary country
4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,0.582,0.568,1,-7.3,1,0.0275,0,0.105,0.394,121.991,207541,3,contemporary country
6F7UOC6fPWOkPqybOWBHSv,Miranda Lambert,If I Was a Cowboy,If I Was a Cowboy,0.575,0.644,6,-5.68,0,0.0309,0,0.131,0.626,80.07,195013,4,contemporary country
6VVqPBFZIbcmv14zNfOc13,Russell Dickerson,She Likes It (feat. Jake Scott),She Likes It (feat. Jake Scott),0.79,0.325,4,-11.689,1,0.127,0,0.155,0.539,126.877,163311,4,contemporary country
3rvEUrjnl3eXXmKiKLkzRN,Priscilla Block,My Bar,My Bar,0.615,0.782,11,-3.386,1,0.0331,0,0.189,0.562,96.97,193053,4,contemporary country
6kCFt2ATuMIE5H9zVEJXei,Jason Aldean,MACON,That's What Tequila Does,0.522,0.801,5,-5.424,1,0.1,0,0.301,0.491,155.928,189307,3,contemporary country
6Tm4Io4ct4w14nB1EUzsY3,Nate Smith,Whiskey On You,Whiskey On You,0.479,0.768,8,-5.204,1,0.0312,0.00549,0.121,0.576,110.024,183790,4,contemporary country
5HVc3YeNKDFomPhXBKE90U,Maren Morris,Humble Quest,Good Friends,0.628,0.517,10,-7.031,1,0.0596,1.27e-06,0.104,0.295,79.029,208067,4,contemporary country
3SeeaIXnrCfT88vHVCRWHl,Jon Pardi,Last Night Lonely,Last Night Lonely,0.646,0.816,6,-2.65,1,0.0269,0,0.179,0.865,102.972,181991,4,contemporary country
2s4arq5gE02rBGtGrn2PKj,Alana Springsteen,Me Myself and Why,Me Myself and Why,0.538,0.832,4,-5.24,1,0.0549,0,0.144,0.191,106.077,213067,4,contemporary country
1pbUfl4W9KtQ5hNkT6RiXp,Zac Brown Band,Out in the Middle,Out In The Middle,0.516,0.867,1,-3.139,1,0.0328,0,0.106,0.615,166.031,166301,4,contemporary country
11kskoMyNDumaR30CI6rRv,Thomas Rhett,Where We Started,Half Of Me,0.575,0.842,7,-5.058,1,0.0348,0,0.279,0.665,111.995,183027,4,contemporary country
3zAOcNGOFq5Q1OsN0tcxA0,Hailey Whitters,Everything She Ain’t,Everything She Ain’t,0.796,0.621,2,-6.129,1,0.0346,0,0.274,0.808,121.904,151973,4,contemporary country
2ccuOtUjIyx3tPcsnpeBzJ,ERNEST,Flower Shops (feat. Morgan Wallen),Flower Shops (feat. Morgan Wallen),0.527,0.461,7,-5.908,1,0.0269,0,0.0831,0.227,128.153,214405,3,contemporary country
20WKHeDTmtU0Zj4sNB8aoA,Justin Moore,With A Woman You Love,With A Woman You Love,0.611,0.756,7,-4.483,1,0.0288,0,0.378,0.596,106.012,167376,4,arkansas country
